psc,obec,okres,distributor_elektrina,distributor_plyn,overit
38203,Křemže,Český Krumlov,EG.D,EG.D,ne
38206,Brloh,Český Krumlov,EG.D,EG.D,ne
38208,Chvalšiny,Český Krumlov,EG.D,EG.D,ne
38211,Větřní,Český Krumlov,EG.D,EG.D,ne
38216,Světlík,Český Krumlov,EG.D,EG.D,ne
38218,Rožmberk nad Vltavou,Český Krumlov,EG.D,EG.D,ne
38221,Kájov,Český Krumlov,EG.D,EG.D,ne
38222,Hořice na Šumavě,Český Krumlov,EG.D,EG.D,ne
38223,Černá v Pošumaví,Český Krumlov,EG.D,EG.D,ne
38226,Horní Planá,Český Krumlov,EG.D,EG.D,ne
38229,Polná na Šumavě,Český Krumlov,EG.D,EG.D,ne
38232,Velešín,Český Krumlov,EG.D,EG.D,ne
38241,Kaplice 1,Český Krumlov,EG.D,EG.D,ne
38242,Kaplice 2,Český Krumlov,EG.D,EG.D,ne
38272,Dolní Dvořiště,Český Krumlov,EG.D,EG.D,ne
38273,Vyšší Brod,Český Krumlov,EG.D,EG.D,ne
38276,Loučovice,Český Krumlov,EG.D,EG.D,ne
38278,Lipno nad Vltavou,Český Krumlov,EG.D,EG.D,ne
38279,Frymburk,Český Krumlov,EG.D,EG.D,ne
38281,Besednice,Český Krumlov,EG.D,EG.D,ne
38282,Benešov nad Černou,Český Krumlov,EG.D,EG.D,ne
38283,Pohorská Ves,Český Krumlov,EG.D,EG.D,ne
38291,Malonty,Český Krumlov,EG.D,EG.D,ne
38292,Rožmitál na Šumavě,Český Krumlov,EG.D,EG.D,ne
38293,Horní Dvořiště,Český Krumlov,EG.D,EG.D,ne
38301,Prachatice,Prachatice,EG.D,EG.D,ne
38401,Nebahovy,Prachatice,EG.D,EG.D,ne
38402,Lhenice,Prachatice,EG.D,EG.D,ne
38403,Ktiš,Prachatice,EG.D,EG.D,ne
38404,Chroboly,Prachatice,EG.D,EG.D,ne
38411,Netolice,Prachatice;Strakonice,EG.D,EG.D,ne
38421,Husinec,Prachatice,EG.D,EG.D,ne
38422,Vlachovo Březí,Prachatice,EG.D,EG.D,ne
38425,Dub u Prachatic,Prachatice,EG.D,EG.D,ne
38426,Strunkovice nad Blanicí,Prachatice,EG.D,EG.D,ne
38427,Vitějovice,Prachatice,EG.D,EG.D,ne
38432,Lažiště,Prachatice,EG.D,EG.D,ne
38433,Záblatí u Prachatic,Prachatice,EG.D,EG.D,ne
38441,Zbytiny,Prachatice,EG.D,EG.D,ne
38442,Lenora,Prachatice,EG.D,EG.D,ne
38443,Strážný,Prachatice,EG.D,EG.D,ne
38444,Stožec,Prachatice,EG.D,EG.D,ne
38451,Volary,Prachatice;Český Krumlov,EG.D,EG.D,ne
38462,Nová Pec,Prachatice,EG.D,EG.D,ne
38471,Šumavské Hoštice,Prachatice,EG.D,EG.D,ne
38472,Zdíkov,Prachatice,EG.D,EG.D,ne
38473,Stachy,Prachatice;Strakonice,EG.D,EG.D,ne
38481,Čkyně,Prachatice,EG.D,EG.D,ne
38486,Vacov,Prachatice,EG.D,EG.D,ne
38491,Horní Vltavice,Prachatice,EG.D,EG.D,ne
38492,Borová Lada,Prachatice,EG.D,EG.D,ne
38493,Kvilda,Prachatice,EG.D,EG.D,ne
38501,Vimperk,Klatovy;Prachatice,ČEZ Distribuce,GasNet,ano
38601,Strakonice 1,Strakonice,EG.D,EG.D,ne
38701,Volyně,Strakonice,EG.D,EG.D,ne
38706,Malenice nad Volyňkou,Strakonice,EG.D,EG.D,ne
38711,Katovice,Strakonice,EG.D,EG.D,ne
38715,Střelské Hoštice,Strakonice,EG.D,EG.D,ne
38716,Volenice,Strakonice,EG.D,EG.D,ne
38719,Čestice,Strakonice,EG.D,EG.D,ne
38731,Radomyšl,Strakonice,EG.D,EG.D,ne
38732,Sedlice u Blatné,Strakonice,EG.D,EG.D,ne
38733,Kadov u Blatné,Strakonice,EG.D,EG.D,ne
38734,Záboří u Blatné,Strakonice,EG.D,EG.D,ne
38735,Doubravice u Strakonic,Strakonice,EG.D,EG.D,ne
38736,Mečichov,Strakonice,EG.D,EG.D,ne
38737,Třebohostice,Strakonice,EG.D,EG.D,ne
38742,Lnáře,Strakonice,EG.D,EG.D,ne
38743,Bělčice,Strakonice,EG.D,EG.D,ne
38751,Štěkeň,Strakonice,EG.D,EG.D,ne
38752,Cehnice,Strakonice,EG.D,EG.D,ne
38756,Čepřovice,Strakonice,EG.D,EG.D,ne
38771,Číčenice,Strakonice,EG.D,EG.D,ne
38772,Libějovice,Strakonice,EG.D,EG.D,ne
38773,Bavorov,Strakonice,EG.D,EG.D,ne
38775,Skočice,Strakonice,EG.D,EG.D,ne
38801,Blatná,Strakonice,EG.D,EG.D,ne
38901,Vodňany,Strakonice,EG.D,EG.D,ne
39001,Tábor 1,Tábor,EG.D,EG.D,ne
39002,Tábor 2,Tábor,EG.D,EG.D,ne
39003,Tábor 3,Tábor,EG.D,EG.D,ne
39005,Tábor 5,Tábor,EG.D,EG.D,ne
39101,Sezimovo Ústí 1,Tábor,EG.D,EG.D,ne
39102,Sezimovo Ústí 2,Tábor,EG.D,EG.D,ne
39111,Planá nad Lužnicí,Tábor,EG.D,EG.D,ne
39116,Myslkovice,Tábor,EG.D,EG.D,ne
39117,Košice u Soběslavě,Tábor,EG.D,EG.D,ne
39118,Choustník,Tábor,EG.D,EG.D,ne
39120,Radenín,Tábor,EG.D,EG.D,ne
39121,Turovec,Tábor,EG.D,EG.D,ne
39126,Tučapy u Soběslavě,Tábor,EG.D,EG.D,ne
39127,Dírná,Tábor,EG.D,EG.D,ne
39131,Dražice,Tábor,EG.D,EG.D,ne
39132,Výdejní místo Božejovice,Tábor,EG.D,EG.D,ne
39133,Jistebnice,Tábor,EG.D,EG.D,ne
39135,Borotín u Tábora,Tábor,EG.D,EG.D,ne
39136,Sudoměřice u Tábora,Tábor,EG.D,EG.D,ne
39137,Chotoviny,Tábor,EG.D,EG.D,ne
39142,Ratibořské Hory,Tábor,EG.D,EG.D,ne
39143,Mladá Vožice,Tábor,EG.D,EG.D,ne
39152,Smilovy Hory,Tábor,EG.D,EG.D,ne
39153,Vodice u Tábora,Tábor,EG.D,EG.D,ne
39155,Chýnov,Tábor,EG.D,EG.D,ne
39156,Tábor 4,Tábor,EG.D,EG.D,ne
39161,Opařany,Tábor,EG.D,EG.D,ne
39162,Stádlec,Tábor,EG.D,EG.D,ne
39165,Bechyně,Tábor;České Budějovice,EG.D,EG.D,ne
39171,Březnice u Bechyně,Tábor,EG.D,EG.D,ne
39172,Sudoměřice u Bechyně,Tábor,EG.D,EG.D,ne
39173,Hlavatce,Tábor,EG.D,EG.D,ne
39174,Želeč u Tábora,Tábor,EG.D,EG.D,ne
39175,Malšice,Tábor,EG.D,EG.D,ne
39176,Slapy u Tábora,Tábor,EG.D,EG.D,ne
39181,Veselí nad Lužnicí 1,Tábor,EG.D,EG.D,ne
39201,Soběslav,Tábor,EG.D,EG.D,ne
39301,Pelhřimov,Pelhřimov,EG.D,EG.D,ne
39401,Rynárec,Pelhřimov,EG.D,EG.D,ne
39403,Horní Cerekev,Pelhřimov,EG.D,EG.D,ne
39404,Nový Rychnov,Pelhřimov,EG.D,EG.D,ne
39405,Vyskytná u Pelhřimova,Pelhřimov,EG.D,EG.D,ne
39409,Kojčice,Pelhřimov,EG.D,EG.D,ne
39411,Cetoraz,Pelhřimov,EG.D,EG.D,ne
39412,Obrataň,Pelhřimov,EG.D,EG.D,ne
39413,Kámen u Pacova,Pelhřimov,EG.D,EG.D,ne
39414,Leskovice,Pelhřimov,EG.D,EG.D,ne
39415,Nová Cerekev,Pelhřimov,EG.D,EG.D,ne
39421,Hořepník,Pelhřimov,EG.D,EG.D,ne
39422,Košetice,Pelhřimov,EG.D,EG.D,ne
39424,Křešín u Pacova,Pelhřimov,EG.D,EG.D,ne
39426,Lukavec u Pacova,Pelhřimov,EG.D,EG.D,ne
39427,Vyklantice,Pelhřimov,EG.D,EG.D,ne
39428,Velká Chyška,Pelhřimov,EG.D,EG.D,ne
39443,Mladé Bříště,Pelhřimov,EG.D,EG.D,ne
39444,Želiv,Pelhřimov,EG.D,EG.D,ne
39445,Křelovice u Pelhřimova,Pelhřimov,EG.D,EG.D,ne
39446,Červená Řečice,Pelhřimov,EG.D,EG.D,ne
39451,Kaliště,Pelhřimov,EG.D,EG.D,ne
39452,Kejžlice,Pelhřimov,EG.D,EG.D,ne
39456,Senožaty,Pelhřimov,EG.D,EG.D,ne
39459,Koberovice,Pelhřimov,EG.D,EG.D,ne
39461,Božejov,Pelhřimov,EG.D,EG.D,ne
39462,Libkova Voda,Pelhřimov,EG.D,EG.D,ne
39463,Častrov,Pelhřimov,EG.D,EG.D,ne
39464,Počátky,Pelhřimov,EG.D,EG.D,ne
39468,Žirovnice,Pelhřimov,EG.D,EG.D,ne
39470,Kamenice nad Lipou,Pelhřimov,EG.D,EG.D,ne
39491,Bohdalín,Pelhřimov,EG.D,EG.D,ne
39492,Mnich,Pelhřimov,EG.D,EG.D,ne
39493,Chválkov u Kamenice nad Lipou,Pelhřimov,EG.D,EG.D,ne
39494,Černovice u Tábora,Pelhřimov,EG.D,EG.D,ne
39495,Křeč,Pelhřimov,EG.D,EG.D,ne
39496,Těmice u Kamenice nad Lipou,Pelhřimov,EG.D,EG.D,ne
39501,Pacov,Pelhřimov;Tábor,EG.D,EG.D,ne
39601,Humpolec,Pelhřimov,EG.D,EG.D,ne
39701,Písek 1,Písek,EG.D,EG.D,ne
39801,Mirotice,Písek,EG.D,EG.D,ne
39804,Čimelice,Písek,EG.D,EG.D,ne
39806,Mirovice,Písek,EG.D,EG.D,ne
39807,Orlík nad Vltavou,Písek,EG.D,EG.D,ne
39811,Protivín,Písek,EG.D,EG.D,ne
39815,Tálín,Písek,EG.D,EG.D,ne
39816,Albrechtice nad Vltavou,Písek,EG.D,EG.D,ne
39817,Chřešťovice,Písek,EG.D,EG.D,ne
39818,Záhoří u Písku,Písek,EG.D,EG.D,ne
39819,Kluky u Písku,Písek,EG.D,EG.D,ne
39821,Kestřany,Písek,EG.D,EG.D,ne
39822,Ražice,Písek,EG.D,EG.D,ne
39831,Čížová,Písek,EG.D,EG.D,ne
39832,Vráž u Písku,Písek,EG.D,EG.D,ne
39833,Ostrovec,Písek,EG.D,EG.D,ne
39834,Kučeř,Písek,EG.D,EG.D,ne
39835,Oslov,Písek,EG.D,EG.D,ne
39842,Veselíčko u Milevska,Písek,EG.D,EG.D,ne
39843,Bernartice u Milevska,Písek,EG.D,EG.D,ne
39847,Slabčice,Písek,EG.D,EG.D,ne
39848,Jetětice,Písek,EG.D,EG.D,ne
39851,Sepekov,Písek,EG.D,EG.D,ne
39852,Nadějkov,Tábor,EG.D,EG.D,ne
39853,Chyšky,Písek,EG.D,EG.D,ne
39855,Kovářov,Písek,EG.D,EG.D,ne
39858,Kostelec nad Vltavou,Písek,EG.D,EG.D,ne
39859,Hrejkovice,Písek,EG.D,EG.D,ne
39901,Milevsko 1,Písek;Příbram;Tábor,EG.D,EG.D,ano
40001,Ústí nad Labem 1,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40002,Ústí nad Labem 2,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40003,Ústí nad Labem 3,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40004,Trmice,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40007,Ústí nad Labem 7,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40010,Ústí nad Labem 10,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40011,Ústí nad Labem 11,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40301,Dolní Zálezly,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40302,Výdejní místo Sebuzín,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40313,Řehlovice,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40317,Chabařovice,Teplice;Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40321,Ústí nad Labem 17,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40322,Ústí nad Labem 20,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40323,Velké Březno,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40327,Malečov,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40331,Ústí nad Labem 16,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40332,Povrly,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40334,Velké Chvojno,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40335,Libouchec,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40336,Tisá,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40337,Petrovice u Ústí nad Labem,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40338,Telnice,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40339,Chlumec u Ústí nad Labem,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40340,Ústí nad Labem 19,Ústí nad Labem,ČEZ Distribuce,GasNet,ne
40502,Děčín 2,Děčín,ČEZ Distribuce,GasNet,ne
40505,Děčín 5,Děčín,ČEZ Distribuce,GasNet,ne
40701,Jílové u Děčína,Děčín,ČEZ Distribuce,GasNet,ne
40702,Modrá u Děčína,Děčín,ČEZ Distribuce,GasNet,ne
40703,Dobkovice u Děčína,Děčín,ČEZ Distribuce,GasNet,ne
40711,Děčín 9,Děčín,ČEZ Distribuce,GasNet,ne
40713,Ludvíkovice,Děčín,ČEZ Distribuce,GasNet,ne
40714,Arnoltice u Děčína,Děčín,ČEZ Distribuce,GasNet,ne
40715,Srbská Kamenice,Děčín,ČEZ Distribuce,GasNet,ne
40716,Jetřichovice u Děčína,Děčín,ČEZ Distribuce,GasNet,ne
40717,Hřensko,Děčín,ČEZ Distribuce,GasNet,ne
40721,Česká Kamenice,Děčín,ČEZ Distribuce,GasNet,ne
40722,Benešov nad Ploučnicí,Děčín,ČEZ Distribuce,GasNet,ne
40723,Františkov nad Ploučnicí,Děčín,ČEZ Distribuce,GasNet,ne
40724,Valkeřice,Děčín,ČEZ Distribuce,GasNet,ne
40725,Verneřice,Děčín,ČEZ Distribuce,GasNet,ne
40729,Velká Bukovina u Děčína,Děčín,ČEZ Distribuce,GasNet,ne
40741,Dobrná,Děčín,ČEZ Distribuce,GasNet,ne
40742,Markvartice u Děčína,Děčín,ČEZ Distribuce,GasNet,ne
40744,Chřibská,Děčín,ČEZ Distribuce,GasNet,ne
40745,Kytlice,Děčín,ČEZ Distribuce,GasNet,ne
40746,Krásná Lípa u Rumburka,Děčín,ČEZ Distribuce,GasNet,ne
40747,Varnsdorf 1,Děčín,ČEZ Distribuce,GasNet,ne
40751,Rybniště,Děčín,ČEZ Distribuce,GasNet,ne
40752,Varnsdorf 3,Děčín,ČEZ Distribuce,GasNet,ne
40753,Jiříkov,Děčín,ČEZ Distribuce,GasNet,ne
40755,Dolní Podluží,Děčín,ČEZ Distribuce,GasNet,ne
40756,Jiřetín pod Jedlovou,Děčín,ČEZ Distribuce,GasNet,ne
40757,Horní Podluží,Děčín,ČEZ Distribuce,GasNet,ne
40760,Výdejní místo Brtníky,Děčín,ČEZ Distribuce,GasNet,ne
40761,Staré Křečany,Děčín,ČEZ Distribuce,GasNet,ne
40777,Šluknov,Děčín,ČEZ Distribuce,GasNet,ne
40778,Velký Šenov,Děčín,ČEZ Distribuce,GasNet,ne
40779,Mikulášovice,Děčín,ČEZ Distribuce,GasNet,ne
40780,Vilémov u Šluknova,Děčín,ČEZ Distribuce,GasNet,ne
40781,Lipová u Šluknova,Děčín,ČEZ Distribuce,GasNet,ne
40782,Dolní Poustevna,Děčín,ČEZ Distribuce,GasNet,ne
40784,Lobendava,Děčín,ČEZ Distribuce,GasNet,ne
40801,Rumburk,Děčín,ČEZ Distribuce,GasNet,ne
41002,Lovosice 2,Litoměřice,ČEZ Distribuce,GasNet,ne
41101,Žalhostice,Litoměřice,ČEZ Distribuce,GasNet,ne
41103,Libochovany,Litoměřice,ČEZ Distribuce,GasNet,ne
41108,Štětí,Litoměřice,ČEZ Distribuce,GasNet,ne
41111,Sulejovice,Litoměřice,ČEZ Distribuce,GasNet,ne
41112,Čížkovice,Litoměřice,ČEZ Distribuce,GasNet,ne
41113,Třebenice,Litoměřice,ČEZ Distribuce,GasNet,ne
41114,Výdejní místo Vlastislav,Litoměřice,ČEZ Distribuce,GasNet,ne
41115,Třebívlice,Litoměřice,ČEZ Distribuce,GasNet,ne
41116,Klapý,Litoměřice,ČEZ Distribuce,GasNet,ne
41117,Libochovice,Litoměřice,ČEZ Distribuce,GasNet,ne
41118,Budyně nad Ohří,Litoměřice,ČEZ Distribuce,GasNet,ne
41119,Mšené-lázně,Litoměřice,ČEZ Distribuce,GasNet,ne
41120,Ředhošť,Litoměřice,ČEZ Distribuce,GasNet,ne
41121,Vrbičany,Litoměřice,ČEZ Distribuce,GasNet,ne
41131,Velemín,Litoměřice,ČEZ Distribuce,GasNet,ne
41132,Milešov u Lovosic,Litoměřice,ČEZ Distribuce,GasNet,ne
41133,Prackovice nad Labem,Litoměřice,ČEZ Distribuce,GasNet,ne
41141,Žitenice,Litoměřice,ČEZ Distribuce,GasNet,ne
41142,Ploskovice,Litoměřice,ČEZ Distribuce,GasNet,ne
41145,Úštěk,Litoměřice,ČEZ Distribuce,GasNet,ne
41146,Liběšice u Litoměřic,Litoměřice,ČEZ Distribuce,GasNet,ne
41147,Polepy,Litoměřice,ČEZ Distribuce,GasNet,ne
41148,Křešice,Litoměřice,ČEZ Distribuce,GasNet,ne
41155,Terezín,Litoměřice,ČEZ Distribuce,GasNet,ne
41156,Bohušovice nad Ohří,Litoměřice,ČEZ Distribuce,GasNet,ne
41162,Sukorady,Litoměřice,ČEZ Distribuce,GasNet,ne
41164,Vrbice u Roudnice nad Labem,Litoměřice,ČEZ Distribuce,GasNet,ne
41171,Chodouny,Litoměřice,ČEZ Distribuce,GasNet,ne
41172,Hoštka u Roudnice nad Labem,Litoměřice,ČEZ Distribuce,GasNet,ne
41173,Chcebuz,Litoměřice,ČEZ Distribuce,GasNet,ne
41174,Snědovice,Litoměřice,ČEZ Distribuce,GasNet,ne
41181,Brozany nad Ohří,Litoměřice,ČEZ Distribuce,GasNet,ne
41182,Doksany,Litoměřice,ČEZ Distribuce,GasNet,ne
41183,Hrobce,Litoměřice,ČEZ Distribuce,GasNet,ne
41184,Straškov-Vodochody,Litoměřice,ČEZ Distribuce,GasNet,ne
41185,Horní Beřkovice,Litoměřice,ČEZ Distribuce,GasNet,ne
41186,Bechlín,Litoměřice,ČEZ Distribuce,GasNet,ne
41187,Krabčice u Roudnice nad Labem,Litoměřice,ČEZ Distribuce,GasNet,ne
41201,Litoměřice 1,Litoměřice,ČEZ Distribuce,GasNet,ne
41301,Roudnice nad Labem,Litoměřice,ČEZ Distribuce,GasNet,ne
41501,Teplice 1,Teplice,ČEZ Distribuce,GasNet,ne
41503,Teplice 3,Teplice,ČEZ Distribuce,GasNet,ne
41510,Teplice 10,Teplice,ČEZ Distribuce,GasNet,ne
41701,Dubí u Teplic 1,Teplice,ČEZ Distribuce,GasNet,ne
41702,Dubí,Teplice,ČEZ Distribuce,GasNet,ne
41703,Pozorka,Teplice,ČEZ Distribuce,GasNet,ne
41704,Hrob,Teplice,ČEZ Distribuce,GasNet,ne
41705,Osek u Duchcova,Teplice,ČEZ Distribuce,GasNet,ne
41712,Proboštov u Teplic,Teplice,ČEZ Distribuce,GasNet,ne
41713,Modlany,Teplice,ČEZ Distribuce,GasNet,ne
41722,Háj u Duchcova,Teplice,ČEZ Distribuce,GasNet,ne
41723,Košťany u Teplic,Teplice,ČEZ Distribuce,GasNet,ne
41724,Oldřichov,Teplice,ČEZ Distribuce,GasNet,ne
41725,Výdejní místo Lahošť,Teplice,ČEZ Distribuce,GasNet,ne
41731,Novosedlice,Teplice,ČEZ Distribuce,GasNet,ne
41741,Krupka 3,Teplice,ČEZ Distribuce,GasNet,ne
41742,Krupka 1,Teplice,ČEZ Distribuce,GasNet,ne
41752,Hostomice nad Bílinou,Teplice,ČEZ Distribuce,GasNet,ne
41753,Světec,Teplice,ČEZ Distribuce,GasNet,ne
41754,Kostomlaty pod Milešovkou,Teplice,ČEZ Distribuce,GasNet,ne
41757,Hrobčice,Teplice,ČEZ Distribuce,GasNet,ne
41761,Bystřany,Teplice,ČEZ Distribuce,GasNet,ne
41762,Rtyně nad Bílinou,Teplice,ČEZ Distribuce,GasNet,ne
41763,Žalany,Teplice,ČEZ Distribuce,GasNet,ne
41765,Ohníč,Teplice,ČEZ Distribuce,GasNet,ne
41771,Zabrušany,Teplice,ČEZ Distribuce,GasNet,ne
41772,Ledvice,Teplice,ČEZ Distribuce,GasNet,ne
41781,Moldava,Teplice,ČEZ Distribuce,GasNet,ne
41801,Bílina 1,Teplice,ČEZ Distribuce,GasNet,ne
41804,Bílina 4,Teplice,ČEZ Distribuce,GasNet,ne
41901,Duchcov,Teplice,ČEZ Distribuce,GasNet,ne
43001,Chomutov 1,Chomutov,ČEZ Distribuce,GasNet,ne
43003,Chomutov 3,Chomutov,ČEZ Distribuce,GasNet,ne
43004,Chomutov 4,Chomutov,ČEZ Distribuce,GasNet,ne
43101,Spořice,Chomutov,ČEZ Distribuce,GasNet,ne
43102,Zelená,Chomutov,ČEZ Distribuce,GasNet,ne
43111,Jirkov 1,Chomutov,ČEZ Distribuce,GasNet,ne
43114,Strupčice,Chomutov,ČEZ Distribuce,GasNet,ne
43115,Výdejní místo Vrskmaň,Chomutov,ČEZ Distribuce,GasNet,ne
43121,Boleboř,Chomutov,ČEZ Distribuce,GasNet,ne
43132,Výdejní místo Kalek,Chomutov,ČEZ Distribuce,GasNet,ne
43141,Údlice,Chomutov,ČEZ Distribuce,GasNet,ne
43143,Hrušovany u Chomutova,Chomutov,ČEZ Distribuce,GasNet,ne
43144,Droužkovice,Chomutov,ČEZ Distribuce,GasNet,ne
43145,Březno u Chomutova,Chomutov,ČEZ Distribuce,GasNet,ne
43151,Klášterec nad Ohří 1,Chomutov;Karlovy Vary,ČEZ Distribuce,GasNet,ne
43153,Pětipsy,Chomutov,ČEZ Distribuce,GasNet,ne
43154,Vilémov u Kadaně,Chomutov,ČEZ Distribuce,GasNet,ne
43155,Radonice u Kadaně,Chomutov,ČEZ Distribuce,GasNet,ne
43156,Mašťov,Chomutov,ČEZ Distribuce,GasNet,ne
43157,Chbany,Chomutov,ČEZ Distribuce,GasNet,ne
43158,Místo,Chomutov,ČEZ Distribuce,GasNet,ne
43159,Vysoká Pec,Chomutov,ČEZ Distribuce,GasNet,ne
43163,Perštejn,Chomutov,ČEZ Distribuce,GasNet,ne
43182,Hora Svatého Šebestiána,Chomutov,ČEZ Distribuce,GasNet,ne
43183,Výdejní místo Výsluní,Chomutov,ČEZ Distribuce,GasNet,ne
43184,Výdejní místo Měděnec,Chomutov,ČEZ Distribuce,GasNet,ne
43186,Kovářská,Chomutov,ČEZ Distribuce,GasNet,ne
43191,Vejprty,Chomutov,ČEZ Distribuce,GasNet,ne
43201,Kadaň 1,Chomutov,ČEZ Distribuce,GasNet,ne
43401,Most 1,Most,ČEZ Distribuce,GasNet,ne
43501,Havraň,Most,ČEZ Distribuce,GasNet,ne
43502,Most 9,Most,ČEZ Distribuce,GasNet,ne
43511,Lom u Mostu 1,Most,ČEZ Distribuce,GasNet,ne
43513,Meziboří u Litvínova,Most,ČEZ Distribuce,GasNet,ne
43521,Obrnice,Most,ČEZ Distribuce,GasNet,ne
43522,Braňany,Most,ČEZ Distribuce,GasNet,ne
43524,Lužice u Mostu,Most,ČEZ Distribuce,GasNet,ne
43526,Bečov u Mostu,Most,ČEZ Distribuce,GasNet,ne
43532,Mariánské Radčice,Most,ČEZ Distribuce,GasNet,ne
43533,Louka u Litvínova,Most,ČEZ Distribuce,GasNet,ne
43542,Litvínov 8,Most,ČEZ Distribuce,GasNet,ne
43543,Horní Jiřetín,Most,ČEZ Distribuce,GasNet,ne
43545,Nová Ves v Horách,Most,ČEZ Distribuce,GasNet,ne
43546,Hora Svaté Kateřiny,Most,ČEZ Distribuce,GasNet,ne
43547,Brandov,Most,ČEZ Distribuce,GasNet,ne
43601,Litvínov 1,Most,ČEZ Distribuce,GasNet,ne
43603,Litvínov 3,Most,ČEZ Distribuce,GasNet,ne
43801,Žatec 1,Chomutov;Louny,ČEZ Distribuce,GasNet,ne
43901,Černčice,Louny,ČEZ Distribuce,GasNet,ne
43902,Cítoliby,Louny,ČEZ Distribuce,GasNet,ne
43903,Chlumčany u Loun,Louny,ČEZ Distribuce,GasNet,ne
43904,Hříškov,Louny,ČEZ Distribuce,GasNet,ne
43905,Panenský Týnec,Louny,ČEZ Distribuce,GasNet,ne
43906,Vrbno nad Lesy,Louny,ČEZ Distribuce,GasNet,ne
43907,Peruc,Louny,ČEZ Distribuce,GasNet,ne
43908,Pátek u Loun,Louny,ČEZ Distribuce,GasNet,ne
43909,Slavětín nad Ohří,Louny,ČEZ Distribuce,GasNet,ne
43914,Smolnice,Louny,ČEZ Distribuce,GasNet,ne
43915,Vinařice u Loun,Louny,ČEZ Distribuce,GasNet,ne
43921,Koštice nad Ohří,Louny,ČEZ Distribuce,GasNet,ne
43922,Chožov,Louny,ČEZ Distribuce,GasNet,ne
43923,Lenešice,Louny,ČEZ Distribuce,GasNet,ne
43924,Raná u Loun,Louny,ČEZ Distribuce,GasNet,ne
43926,Libčeves,Louny,ČEZ Distribuce,GasNet,ne
43931,Měcholupy u Žatce,Louny,ČEZ Distribuce,GasNet,ne
43942,Postoloprty,Louny,ČEZ Distribuce,GasNet,ne
43949,Staňkovice u Žatce,Louny,ČEZ Distribuce,GasNet,ne
43963,Liběšice u Žatce,Louny,ČEZ Distribuce,GasNet,ne
43965,Hřivice,Louny,ČEZ Distribuce,GasNet,ne
43967,Ročov,Louny,ČEZ Distribuce,GasNet,ne
43968,Domoušice,Louny,ČEZ Distribuce,GasNet,ne
43969,Tuchořice,Louny,ČEZ Distribuce,GasNet,ne
43971,Nepomyšl,Louny,ČEZ Distribuce,GasNet,ne
43972,Krásný Dvůr,Louny,ČEZ Distribuce,GasNet,ne
43975,Libočany,Louny,ČEZ Distribuce,GasNet,ne
43981,Kryry,Louny,ČEZ Distribuce,GasNet,ne
43982,Vroutek,Louny,ČEZ Distribuce,GasNet,ne
43983,Lubenec,Louny,ČEZ Distribuce,GasNet,ne
43984,Blatno u Podbořan,Louny,ČEZ Distribuce,GasNet,ne
43985,Petrohrad,Louny,ČEZ Distribuce,GasNet,ne
43986,Strojetice,Louny,ČEZ Distribuce,GasNet,ne
43987,Očihov,Louny,ČEZ Distribuce,GasNet,ne
43988,Blšany,Louny,ČEZ Distribuce,GasNet,ne
44001,Louny 1,Louny,ČEZ Distribuce,GasNet,ne
44101,Podbořany,Chomutov;Karlovy Vary;Louny,ČEZ Distribuce,GasNet,ne
46001,Liberec 1,Liberec,ČEZ Distribuce,GasNet,ne
46005,Liberec 5,Liberec,ČEZ Distribuce,GasNet,ne
46006,Liberec 6,Liberec,ČEZ Distribuce,GasNet,ne
46007,Liberec 7,Liberec,ČEZ Distribuce,GasNet,ne
46008,Liberec 8,Liberec,ČEZ Distribuce,GasNet,ne
46010,Liberec 10,Liberec,ČEZ Distribuce,GasNet,ne
46014,Liberec 14,Liberec,ČEZ Distribuce,GasNet,ne
46015,Liberec 15,Liberec,ČEZ Distribuce,GasNet,ne
46303,Stráž nad Nisou,Liberec,ČEZ Distribuce,GasNet,ne
46311,Liberec 30,Liberec,ČEZ Distribuce,GasNet,ne
46312,Liberec 25,Liberec,ČEZ Distribuce,GasNet,ne
46331,Chrastava,Liberec,ČEZ Distribuce,GasNet,ne
