psc,obec,okres,distributor_elektrina,distributor_plyn,overit
78347,Hněvotín,Olomouc,ČEZ Distribuce,GasNet,ne
78349,Lutín,Olomouc,ČEZ Distribuce,GasNet,ne
78353,Velká Bystřice,Olomouc,ČEZ Distribuce,GasNet,ne
78354,Přáslavice,Olomouc,ČEZ Distribuce,GasNet,ne
78355,Velký Újezd,Olomouc,ČEZ Distribuce,GasNet,ne
78356,Doloplazy,Olomouc,ČEZ Distribuce,GasNet,ne
78357,Tršice,Olomouc,ČEZ Distribuce,GasNet,ne
78361,Hlubočky 1,Olomouc,ČEZ Distribuce,GasNet,ne
78365,Hlubočky 3,Olomouc,ČEZ Distribuce,GasNet,ne
78372,Velký Týnec 1,Olomouc,ČEZ Distribuce,GasNet,ne
78373,Grygov,Olomouc,ČEZ Distribuce,GasNet,ne
78375,Dub nad Moravou,Olomouc,ČEZ Distribuce,GasNet,ne
78383,Troubelice,Olomouc,ČEZ Distribuce,GasNet,ne
78385,Šumvald u Uničova,Olomouc,ČEZ Distribuce,GasNet,ne
78386,Dlouhá Loučka,Bruntál;Olomouc,ČEZ Distribuce,GasNet,ne
78391,Uničov 1,Olomouc,ČEZ Distribuce,GasNet,ne
78396,Újezd u Uničova,Olomouc,ČEZ Distribuce,GasNet,ne
78397,Paseka u Šternberka,Olomouc,ČEZ Distribuce,GasNet,ne
78401,Litovel,Olomouc,ČEZ Distribuce,GasNet,ne
78501,Šternberk 1,Olomouc,ČEZ Distribuce,GasNet,ne
78701,Šumperk 1,Šumperk,ČEZ Distribuce,GasNet,ne
78801,Oskava,Šumperk,ČEZ Distribuce,GasNet,ne
78803,Nový Malín,Šumperk,ČEZ Distribuce,GasNet,ne
78804,Hrabišín,Šumperk,ČEZ Distribuce,GasNet,ne
78805,Libina,Šumperk,ČEZ Distribuce,GasNet,ne
78811,Loučná nad Desnou,Šumperk,ČEZ Distribuce,GasNet,ne
78813,Vikýřovice,Šumperk,ČEZ Distribuce,GasNet,ne
78814,Rapotín,Šumperk,ČEZ Distribuce,GasNet,ne
78815,Velké Losiny,Šumperk,ČEZ Distribuce,GasNet,ne
78816,Petrov nad Desnou,Šumperk,ČEZ Distribuce,GasNet,ne
78820,Dolní Studénky,Šumperk,ČEZ Distribuce,GasNet,ne
78821,Sudkov,Šumperk,ČEZ Distribuce,GasNet,ne
78823,Jindřichov u Šumperka,Šumperk,ČEZ Distribuce,GasNet,ne
78825,Výdejní místo Branná,Jeseník;Šumperk,ČEZ Distribuce,GasNet,ne
78832,Staré Město pod Sněžníkem,Šumperk,ČEZ Distribuce,GasNet,ne
78833,Hanušovice,Ústí nad Orlicí;Šumperk,ČEZ Distribuce,GasNet,ne
78901,Zábřeh,Šumperk,ČEZ Distribuce,GasNet,ne
78961,Bludov,Šumperk,ČEZ Distribuce,GasNet,ne
78962,Olšany u Šumperka,Šumperk,ČEZ Distribuce,GasNet,ne
78963,Ruda nad Moravou,Šumperk,ČEZ Distribuce,GasNet,ne
78964,Bohdíkov,Šumperk,ČEZ Distribuce,GasNet,ne
78969,Postřelmov,Šumperk,ČEZ Distribuce,GasNet,ne
78971,Leština u Zábřeha,Šumperk,ČEZ Distribuce,GasNet,ne
78972,Dubicko,Šumperk,ČEZ Distribuce,GasNet,ne
78973,Úsov,Šumperk,ČEZ Distribuce,GasNet,ne
78974,Rohle,Šumperk,ČEZ Distribuce,GasNet,ne
78975,Brníčko u Zábřeha,Šumperk,ČEZ Distribuce,GasNet,ne
78982,Moravičany,Šumperk,ČEZ Distribuce,GasNet,ne
78983,Loštice,Šumperk,ČEZ Distribuce,GasNet,ne
78985,Mohelnice,Šumperk,ČEZ Distribuce,GasNet,ne
78991,Štíty,Šumperk,ČEZ Distribuce,GasNet,ne
79001,Jeseník 1,Jeseník,ČEZ Distribuce,GasNet,ne
79051,Supíkovice,Jeseník,ČEZ Distribuce,GasNet,ne
79052,Velké Kunětice,Jeseník,ČEZ Distribuce,GasNet,ne
79053,Stará Červená Voda,Jeseník,ČEZ Distribuce,GasNet,ne
79054,Černá Voda,Jeseník,ČEZ Distribuce,GasNet,ne
79055,Vidnava,Jeseník,ČEZ Distribuce,GasNet,ne
79057,Bernartice u Javorníka,Jeseník,ČEZ Distribuce,GasNet,ne
79058,Velká Kraš,Jeseník,ČEZ Distribuce,GasNet,ne
79061,Lipová-lázně 1,Jeseník,ČEZ Distribuce,GasNet,ne
79063,Lipová-lázně 3,Jeseník,ČEZ Distribuce,GasNet,ne
79064,Vápenná,Jeseník,ČEZ Distribuce,GasNet,ne
79065,Žulová,Jeseník,ČEZ Distribuce,GasNet,ne
79069,Bílá Voda u Javorníka,Jeseník,ČEZ Distribuce,GasNet,ne
79070,Javorník u Jeseníku,Jeseník,ČEZ Distribuce,GasNet,ne
79081,Česká Ves,Jeseník,ČEZ Distribuce,GasNet,ne
79082,Písečná u Jeseníku,Jeseník,ČEZ Distribuce,GasNet,ne
79084,Mikulovice u Jeseníku 1,Jeseník,ČEZ Distribuce,GasNet,ne
79201,Bruntál 1,Bruntál,ČEZ Distribuce,GasNet,ne
79302,Lomnice u Rýmařova,Bruntál,ČEZ Distribuce,GasNet,ne
79303,Dětřichov nad Bystřicí,Bruntál,ČEZ Distribuce,GasNet,ne
79305,Moravský Beroun,Bruntál;Olomouc,ČEZ Distribuce,GasNet,ne
79312,Horní Benešov,Bruntál;Opava,ČEZ Distribuce,GasNet,ne
79315,Lichnov u Bruntálu,Bruntál,ČEZ Distribuce,GasNet,ne
79316,Zátor,Bruntál,ČEZ Distribuce,GasNet,ne
79323,Karlovice,Bruntál,ČEZ Distribuce,GasNet,ne
79324,Karlova Studánka,Bruntál,ČEZ Distribuce,GasNet,ne
79326,Vrbno pod Pradědem,Bruntál,ČEZ Distribuce,GasNet,ne
79331,Světlá Hora,Bruntál,ČEZ Distribuce,GasNet,ne
79336,Malá Morávka,Bruntál,ČEZ Distribuce,GasNet,ne
79342,Janovice u Rýmařova,Bruntál,ČEZ Distribuce,GasNet,ne
79344,Horní Město,Bruntál,ČEZ Distribuce,GasNet,ne
79351,Břidličná,Bruntál;Olomouc,ČEZ Distribuce,GasNet,ne
79356,Ryžoviště,Bruntál,ČEZ Distribuce,GasNet,ne
79368,Dvorce u Bruntálu,Bruntál,ČEZ Distribuce,GasNet,ne
79371,Holčovice,Bruntál,ČEZ Distribuce,GasNet,ne
79374,Heřmanovice,Bruntál,ČEZ Distribuce,GasNet,ne
79376,Zlaté Hory v Jeseníkách,Jeseník,ČEZ Distribuce,GasNet,ne
79382,Třemešná u Krnova,Bruntál,ČEZ Distribuce,GasNet,ne
79383,Jindřichov u Krnova,Bruntál,ČEZ Distribuce,GasNet,ne
79384,Janov u Krnova,Bruntál,ČEZ Distribuce,GasNet,ne
79391,Úvalno,Bruntál,ČEZ Distribuce,GasNet,ne
79393,Brantice,Bruntál,ČEZ Distribuce,GasNet,ne
79395,Město Albrechtice,Bruntál,ČEZ Distribuce,GasNet,ne
79397,Slezské Rudoltice,Bruntál,ČEZ Distribuce,GasNet,ne
79399,Osoblaha,Bruntál,ČEZ Distribuce,GasNet,ne
79401,Krnov 1,Bruntál,ČEZ Distribuce,GasNet,ne
79501,Rýmařov,Bruntál,ČEZ Distribuce,GasNet,ne
79601,Prostějov 1,Prostějov,EG.D,GasNet,ne
79603,Prostějov 3,Prostějov,EG.D,GasNet,ne
79604,Prostějov 4,Prostějov,EG.D,GasNet,ne
79607,Držovice,Prostějov,EG.D,GasNet,ne
79802,Mostkovice,Prostějov,EG.D,GasNet,ne
79803,Plumlov,Prostějov;Vyškov,EG.D,GasNet,ne
79804,Určice,Prostějov,EG.D,GasNet,ne
79805,Myslejovice,Prostějov;Vyškov,EG.D,GasNet,ne
79806,Otaslavice,Prostějov,EG.D,GasNet,ne
79807,Brodek u Prostějova,Prostějov,EG.D,GasNet,ne
79808,Kelčice,Prostějov,EG.D,GasNet,ne
79809,Vřesovice,Prostějov,EG.D,GasNet,ne
79811,Prostějov 6,Prostějov,EG.D,GasNet,ne
79812,Kralice na Hané,Prostějov,EG.D,GasNet,ne
79813,Vrbátky,Prostějov,EG.D,GasNet,ne
79814,Olšany u Prostějova,Prostějov,EG.D,GasNet,ne
79816,Čelechovice na Hané,Prostějov,EG.D,GasNet,ne
79817,Smržice,Prostějov,EG.D,GasNet,ne
79821,Bedihošť,Prostějov,EG.D,GasNet,ne
79823,Klenovice na Hané,Prostějov,EG.D,GasNet,ne
79824,Pivín,Prostějov,EG.D,GasNet,ne
79825,Dobromilice,Prostějov,EG.D,GasNet,ne
79826,Nezamyslice u Prostějova,Prostějov,EG.D,GasNet,ne
79827,Němčice nad Hanou,Prostějov,EG.D,GasNet,ne
79828,Mořice,Prostějov,EG.D,GasNet,ne
79829,Tištín,Prostějov,EG.D,GasNet,ne
79830,Pavlovice u Kojetína,Prostějov,EG.D,GasNet,ne
79841,Kostelec na Hané,Prostějov,EG.D,GasNet,ne
79842,Lešany u Prostějova,Prostějov,EG.D,GasNet,ne
79843,Ptení,Prostějov,EG.D,GasNet,ne
79844,Stražisko,Prostějov,EG.D,GasNet,ne
79845,Suchdol u Prostějova,Prostějov,EG.D,GasNet,ne
79846,Brodek u Konice,Prostějov,EG.D,GasNet,ne
79847,Horní Štěpánov,Prostějov,EG.D,GasNet,ne
79848,Protivanov,Prostějov,EG.D,GasNet,ne
79849,Malé Hradisko,Prostějov,EG.D,GasNet,ne
79851,Přemyslovice,Prostějov,EG.D,GasNet,ne
79852,Konice,Prostějov,EG.D,GasNet,ne
79853,Výdejní místo Jesenec,Prostějov,EG.D,GasNet,ne
79854,Kladky,Prostějov,EG.D,GasNet,ne
79855,Hvozd u Prostějova,Prostějov,EG.D,GasNet,ne
79856,Bohuslavice u Konice,Prostějov,EG.D,GasNet,ne
79857,Laškov,Prostějov,EG.D,GasNet,ne
79858,Čechy pod Kosířem,Prostějov,EG.D,GasNet,ne
79861,Drahany,Prostějov,EG.D,GasNet,ne
79862,Rozstání,Prostějov,EG.D,GasNet,ne
